Product ID,Location,Latitude,Longitude
93,"New York, NY",40.7128,-74.006
94,"Denver, CO",39.7392,-104.9903
95,"Los Angeles, CA",34.0522,-118.2437
96,"Denver, CO",39.7392,-104.9903
97,"New York, NY",40.7128,-74.006
98,"Houston, TX",29.7604,-95.3698
99,"Seattle, WA",47.6062,-122.3321
100,"Denver, CO",39.7392,-104.9903
101,"Houston, TX",29.7604,-95.3698
102,"Chicago, IL",41.8781,-87.6298
103,"Los Angeles, CA",34.0522,-118.2437
104,"Miami, FL",25.7617,-80.1918
105,"Chicago, IL",41.8781,-87.6298
106,"Miami, FL",25.7617,-80.1918
107,"Boston, MA",42.3601,-71.0589
108,"San Francisco, CA",37.7749,-122.4194
109,"Houston, TX",29.7604,-95.3698
110,"San Francisco, CA",37.7749,-122.4194
111,"Houston, TX",29.7604,-95.3698
112,"Denver, CO",39.7392,-104.9903
113,"Los Angeles, CA",34.0522,-118.2437
114,"Chicago, IL",41.8781,-87.6298
115,"Los Angeles, CA",34.0522,-118.2437
116,"Los Angeles, CA",34.0522,-118.2437
117,"Chicago, IL",41.8781,-87.6298
118,"Atlanta, GA",33.749,-84.388
119,"Atlanta, GA",33.749,-84.388
120,"Seattle, WA",47.6062,-122.3321
121,"Denver, CO",39.7392,-104.9903
122,"Los Angeles, CA",34.0522,-118.2437
123,"Houston, TX",29.7604,-95.3698
124,"Seattle, WA",47.6062,-122.3321
125,"Houston, TX",29.7604,-95.3698
126,"Houston, TX",29.7604,-95.3698
127,"Atlanta, GA",33.749,-84.388
128,"San Francisco, CA",37.7749,-122.4194
129,"Denver, CO",39.7392,-104.9903
130,"Boston, MA",42.3601,-71.0589
131,"Chicago, IL",41.8781,-87.6298
132,"Houston, TX",29.7604,-95.3698
133,"Atlanta, GA",33.749,-84.388
134,"Boston, MA",42.3601,-71.0589
135,"Atlanta, GA",33.749,-84.388
136,"Miami, FL",25.7617,-80.1918
137,"Boston, MA",42.3601,-71.0589
138,"Chicago, IL",41.8781,-87.6298
139,"Seattle, WA",47.6062,-122.3321
140,"Boston, MA",42.3601,-71.0589
141,"Houston, TX",29.7604,-95.3698
142,"Miami, FL",25.7617,-80.1918
143,"Denver, CO",39.7392,-104.9903
144,"Boston, MA",42.3601,-71.0589
145,"Houston, TX",29.7604,-95.3698
146,"New York, NY",40.7128,-74.006
147,"Los Angeles, CA",34.0522,-118.2437
148,"San Francisco, CA",37.7749,-122.4194
149,"New York, NY",40.7128,-74.006
150,"Seattle, WA",47.6062,-122.3321
151,"Chicago, IL",41.8781,-87.6298
152,"Boston, MA",42.3601,-71.0589
153,"San Francisco, CA",37.7749,-122.4194
154,"Miami, FL",25.7617,-80.1918
155,"Boston, MA",42.3601,-71.0589
156,"Boston, MA",42.3601,-71.0589
157,"Miami, FL",25.7617,-80.1918
158,"Seattle, WA",47.6062,-122.3321
159,"Los Angeles, CA",34.0522,-118.2437
160,"Houston, TX",29.7604,-95.3698
161,"San Francisco, CA",37.7749,-122.4194
162,"Miami, FL",25.7617,-80.1918
163,"Atlanta, GA",33.749,-84.388
164,"Atlanta, GA",33.749,-84.388
165,"Boston, MA",42.3601,-71.0589
166,"San Francisco, CA",37.7749,-122.4194
167,"Los Angeles, CA",34.0522,-118.2437
168,"Boston, MA",42.3601,-71.0589
169,"Miami, FL",25.7617,-80.1918
170,"Houston, TX",29.7604,-95.3698
171,"Chicago, IL",41.8781,-87.6298
172,"Atlanta, GA",33.749,-84.388
173,"Seattle, WA",47.6062,-122.3321
174,"Chicago, IL",41.8781,-87.6298
175,"New York, NY",40.7128,-74.006
176,"Los Angeles, CA",34.0522,-118.2437
177,"Chicago, IL",41.8781,-87.6298
178,"San Francisco, CA",37.7749,-122.4194
179,"Miami, FL",25.7617,-80.1918
180,"Miami, FL",25.7617,-80.1918
181,"Atlanta, GA",33.749,-84.388
182,"Atlanta, GA",33.749,-84.388
183,"Houston, TX",29.7604,-95.3698
184,"New York, NY",40.7128,-74.006
185,"Chicago, IL",41.8781,-87.6298
186,"Los Angeles, CA",34.0522,-118.2437
187,"Miami, FL",25.7617,-80.1918
188,"Houston, TX",29.7604,-95.3698
189,"Los Angeles, CA",34.0522,-118.2437
190,"Chicago, IL",41.8781,-87.6298
191,"San Francisco, CA",37.7749,-122.4194
192,"Boston, MA",42.3601,-71.0589
193,"New York, NY",40.7128,-74.006
194,"Los Angeles, CA",34.0522,-118.2437
195,"Miami, FL",25.7617,-80.1918
196,"Atlanta, GA",33.749,-84.388
197,"Miami, FL",25.7617,-80.1918
198,"Boston, MA",42.3601,-71.0589
199,"Miami, FL",25.7617,-80.1918
200,"Chicago, IL",41.8781,-87.6298
201,"Miami, FL",25.7617,-80.1918
202,"Los Angeles, CA",34.0522,-118.2437
203,"Boston, MA",42.3601,-71.0589
204,"Atlanta, GA",33.749,-84.388
205,"Chicago, IL",41.8781,-87.6298
206,"Denver, CO",39.7392,-104.9903
207,"Seattle, WA",47.6062,-122.3321
208,"Seattle, WA",47.6062,-122.3321
209,"Los Angeles, CA",34.0522,-118.2437
210,"San Francisco, CA",37.7749,-122.4194
211,"New York, NY",40.7128,-74.006
212,"Denver, CO",39.7392,-104.9903
213,"Denver, CO",39.7392,-104.9903
214,"Los Angeles, CA",34.0522,-118.2437
215,"Denver, CO",39.7392,-104.9903
216,"New York, NY",40.7128,-74.006
217,"Seattle, WA",47.6062,-122.3321
218,"San Francisco, CA",37.7749,-122.4194
219,"Boston, MA",42.3601,-71.0589
220,"Seattle, WA",47.6062,-122.3321
221,"Miami, FL",25.7617,-80.1918
222,"Chicago, IL",41.8781,-87.6298
223,"Miami, FL",25.7617,-80.1918
224,"Houston, TX",29.7604,-95.3698
225,"Miami, FL",25.7617,-80.1918
226,"Atlanta, GA",33.749,-84.388
227,"Miami, FL",25.7617,-80.1918
228,"Los Angeles, CA",34.0522,-118.2437
229,"Atlanta, GA",33.749,-84.388
230,"Chicago, IL",41.8781,-87.6298
231,"Miami, FL",25.7617,-80.1918
232,"Denver, CO",39.7392,-104.9903
233,"Seattle, WA",47.6062,-122.3321
234,"Boston, MA",42.3601,-71.0589
235,"San Francisco, CA",37.7749,-122.4194
236,"Denver, CO",39.7392,-104.9903
237,"Boston, MA",42.3601,-71.0589
238,"Miami, FL",25.7617,-80.1918
239,"Houston, TX",29.7604,-95.3698
240,"Atlanta, GA",33.749,-84.388
241,"New York, NY",40.7128,-74.006
242,"New York, NY",40.7128,-74.006
243,"New York, NY",40.7128,-74.006
244,"New York, NY",40.7128,-74.006
245,"Boston, MA",42.3601,-71.0589
246,"Chicago, IL",41.8781,-87.6298
247,"Los Angeles, CA",34.0522,-118.2437
248,"Chicago, IL",41.8781,-87.6298
249,"Seattle, WA",47.6062,-122.3321
250,"San Francisco, CA",37.7749,-122.4194
251,"Houston, TX",29.7604,-95.3698
252,"Chicago, IL",41.8781,-87.6298
253,"Houston, TX",29.7604,-95.3698
254,"Miami, FL",25.7617,-80.1918
255,"San Francisco, CA",37.7749,-122.4194
256,"Denver, CO",39.7392,-104.9903
257,"Boston, MA",42.3601,-71.0589
258,"New York, NY",40.7128,-74.006
259,"Atlanta, GA",33.749,-84.388
260,"Atlanta, GA",33.749,-84.388
261,"San Francisco, CA",37.7749,-122.4194
262,"Chicago, IL",41.8781,-87.6298
263,"San Francisco, CA",37.7749,-122.4194
264,"New York, NY",40.7128,-74.006
265,"San Francisco, CA",37.7749,-122.4194
266,"Miami, FL",25.7617,-80.1918
267,"Chicago, IL",41.8781,-87.6298
268,"Houston, TX",29.7604,-95.3698
269,"San Francisco, CA",37.7749,-122.4194
270,"Houston, TX",29.7604,-95.3698
271,"New York, NY",40.7128,-74.006
272,"Los Angeles, CA",34.0522,-118.2437
273,"Seattle, WA",47.6062,-122.3321
274,"Houston, TX",29.7604,-95.3698
275,"New York, NY",40.7128,-74.006
276,"Miami, FL",25.7617,-80.1918
277,"Chicago, IL",41.8781,-87.6298
278,"Seattle, WA",47.6062,-122.3321
279,"Houston, TX",29.7604,-95.3698
280,"Atlanta, GA",33.749,-84.388
281,"Boston, MA",42.3601,-71.0589
282,"Boston, MA",42.3601,-71.0589
283,"Los Angeles, CA",34.0522,-118.2437
284,"New York, NY",40.7128,-74.006
285,"Chicago, IL",41.8781,-87.6298
286,"Chicago, IL",41.8781,-87.6298
287,"Denver, CO",39.7392,-104.9903
288,"Seattle, WA",47.6062,-122.3321
289,"Los Angeles, CA",34.0522,-118.2437
290,"Miami, FL",25.7617,-80.1918
291,"New York, NY",40.7128,-74.006
292,"New York, NY",40.7128,-74.006
293,"Atlanta, GA",33.749,-84.388
294,"Los Angeles, CA",34.0522,-118.2437
295,"Denver, CO",39.7392,-104.9903
296,"San Francisco, CA",37.7749,-122.4194
297,"New York, NY",40.7128,-74.006
298,"New York, NY",40.7128,-74.006
299,"San Francisco, CA",37.7749,-122.4194
300,"Houston, TX",29.7604,-95.3698
301,"Seattle, WA",47.6062,-122.3321
302,"San Francisco, CA",37.7749,-122.4194
303,"Boston, MA",42.3601,-71.0589
304,"Chicago, IL",41.8781,-87.6298
305,"Chicago, IL",41.8781,-87.6298
306,"Denver, CO",39.7392,-104.9903
307,"New York, NY",40.7128,-74.006
308,"Seattle, WA",47.6062,-122.3321
309,"Denver, CO",39.7392,-104.9903
310,"Denver, CO",39.7392,-104.9903
311,"Chicago, IL",41.8781,-87.6298
312,"New York, NY",40.7128,-74.006
313,"New York, NY",40.7128,-74.006
314,"Denver, CO",39.7392,-104.9903
315,"Houston, TX",29.7604,-95.3698
316,"Boston, MA",42.3601,-71.0589
317,"Miami, FL",25.7617,-80.1918
318,"Seattle, WA",47.6062,-122.3321
319,"New York, NY",40.7128,-74.006
320,"Seattle, WA",47.6062,-122.3321
321,"Chicago, IL",41.8781,-87.6298
322,"New York, NY",40.7128,-74.006
323,"San Francisco, CA",37.7749,-122.4194
324,"Miami, FL",25.7617,-80.1918
325,"New York, NY",40.7128,-74.006
326,"Atlanta, GA",33.749,-84.388
327,"Denver, CO",39.7392,-104.9903
328,"New York, NY",40.7128,-74.006
329,"Miami, FL",25.7617,-80.1918
330,"Seattle, WA",47.6062,-122.3321
331,"San Francisco, CA",37.7749,-122.4194
332,"Miami, FL",25.7617,-80.1918
333,"Miami, FL",25.7617,-80.1918
334,"Seattle, WA",47.6062,-122.3321
335,"Houston, TX",29.7604,-95.3698
336,"Miami, FL",25.7617,-80.1918
337,"Boston, MA",42.3601,-71.0589
338,"San Francisco, CA",37.7749,-122.4194
339,"Chicago, IL",41.8781,-87.6298
340,"Los Angeles, CA",34.0522,-118.2437
341,"Houston, TX",29.7604,-95.3698
342,"Boston, MA",42.3601,-71.0589
343,"Los Angeles, CA",34.0522,-118.2437
344,"Seattle, WA",47.6062,-122.3321
345,"Atlanta, GA",33.749,-84.388
346,"New York, NY",40.7128,-74.006
347,"Seattle, WA",47.6062,-122.3321
348,"Atlanta, GA",33.749,-84.388
349,"New York, NY",40.7128,-74.006
350,"Seattle, WA",47.6062,-122.3321
351,"Boston, MA",42.3601,-71.0589
352,"Denver, CO",39.7392,-104.9903
353,"Seattle, WA",47.6062,-122.3321
354,"Chicago, IL",41.8781,-87.6298
355,"Miami, FL",25.7617,-80.1918
356,"Denver, CO",39.7392,-104.9903
357,"Chicago, IL",41.8781,-87.6298
358,"Miami, FL",25.7617,-80.1918
359,"San Francisco, CA",37.7749,-122.4194
360,"San Francisco, CA",37.7749,-122.4194
361,"Seattle, WA",47.6062,-122.3321
362,"Los Angeles, CA",34.0522,-118.2437
363,"Los Angeles, CA",34.0522,-118.2437
364,"Houston, TX",29.7604,-95.3698
365,"Seattle, WA",47.6062,-122.3321
366,"Denver, CO",39.7392,-104.9903
367,"Houston, TX",29.7604,-95.3698
368,"Seattle, WA",47.6062,-122.3321
369,"New York, NY",40.7128,-74.006
370,"San Francisco, CA",37.7749,-122.4194
371,"New York, NY",40.7128,-74.006
372,"Seattle, WA",47.6062,-122.3321
373,"Denver, CO",39.7392,-104.9903
374,"Boston, MA",42.3601,-71.0589
375,"Los Angeles, CA",34.0522,-118.2437
376,"Los Angeles, CA",34.0522,-118.2437
377,"San Francisco, CA",37.7749,-122.4194
378,"Boston, MA",42.3601,-71.0589
379,"Seattle, WA",47.6062,-122.3321
380,"Houston, TX",29.7604,-95.3698
381,"Atlanta, GA",33.749,-84.388
382,"Miami, FL",25.7617,-80.1918
383,"Atlanta, GA",33.749,-84.388
384,"Denver, CO",39.7392,-104.9903
385,"Miami, FL",25.7617,-80.1918
386,"New York, NY",40.7128,-74.006
387,"Miami, FL",25.7617,-80.1918
388,"Chicago, IL",41.8781,-87.6298
389,"Miami, FL",25.7617,-80.1918
390,"Denver, CO",39.7392,-104.9903
391,"Los Angeles, CA",34.0522,-118.2437
392,"Boston, MA",42.3601,-71.0589
393,"Seattle, WA",47.6062,-122.3321
394,"New York, NY",40.7128,-74.006
395,"Denver, CO",39.7392,-104.9903
396,"Houston, TX",29.7604,-95.3698
397,"Miami, FL",25.7617,-80.1918
398,"San Francisco, CA",37.7749,-122.4194
399,"San Francisco, CA",37.7749,-122.4194
