Product ID,Location,Latitude,Longitude
89,"Miami, FL",25.7617,-80.1918
90,"Seattle, WA",47.6062,-122.3321
91,"Denver, CO",39.7392,-104.9903
92,"San Francisco, CA",37.7749,-122.4194
93,"Seattle, WA",47.6062,-122.3321
94,"Houston, TX",29.7604,-95.3698
95,"Denver, CO",39.7392,-104.9903
96,"Seattle, WA",47.6062,-122.3321
97,"Los Angeles, CA",34.0522,-118.2437
98,"Chicago, IL",41.8781,-87.6298
99,"Houston, TX",29.7604,-95.3698
100,"Seattle, WA",47.6062,-122.3321
101,"Seattle, WA",47.6062,-122.3321
102,"Seattle, WA",47.6062,-122.3321
103,"Seattle, WA",47.6062,-122.3321
104,"Houston, TX",29.7604,-95.3698
105,"Chicago, IL",41.8781,-87.6298
106,"Boston, MA",42.3601,-71.0589
107,"Atlanta, GA",33.749,-84.388
108,"Chicago, IL",41.8781,-87.6298
109,"San Francisco, CA",37.7749,-122.4194
110,"Atlanta, GA",33.749,-84.388
111,"Boston, MA",42.3601,-71.0589
112,"Chicago, IL",41.8781,-87.6298
113,"Atlanta, GA",33.749,-84.388
114,"Denver, CO",39.7392,-104.9903
115,"Miami, FL",25.7617,-80.1918
116,"Miami, FL",25.7617,-80.1918
117,"New York, NY",40.7128,-74.006
118,"Chicago, IL",41.8781,-87.6298
119,"Houston, TX",29.7604,-95.3698
120,"Los Angeles, CA",34.0522,-118.2437
121,"Seattle, WA",47.6062,-122.3321
122,"Houston, TX",29.7604,-95.3698
123,"Denver, CO",39.7392,-104.9903
124,"Atlanta, GA",33.749,-84.388
125,"Boston, MA",42.3601,-71.0589
126,"Miami, FL",25.7617,-80.1918
127,"Atlanta, GA",33.749,-84.388
128,"Seattle, WA",47.6062,-122.3321
129,"New York, NY",40.7128,-74.006
130,"Atlanta, GA",33.749,-84.388
131,"New York, NY",40.7128,-74.006
132,"Denver, CO",39.7392,-104.9903
133,"Denver, CO",39.7392,-104.9903
134,"Atlanta, GA",33.749,-84.388
135,"Atlanta, GA",33.749,-84.388
136,"Boston, MA",42.3601,-71.0589
137,"Chicago, IL",41.8781,-87.6298
138,"Chicago, IL",41.8781,-87.6298
139,"Chicago, IL",41.8781,-87.6298
140,"Boston, MA",42.3601,-71.0589
141,"Seattle, WA",47.6062,-122.3321
142,"Houston, TX",29.7604,-95.3698
143,"Seattle, WA",47.6062,-122.3321
144,"Denver, CO",39.7392,-104.9903
145,"San Francisco, CA",37.7749,-122.4194
146,"Atlanta, GA",33.749,-84.388
147,"Los Angeles, CA",34.0522,-118.2437
148,"San Francisco, CA",37.7749,-122.4194
149,"Seattle, WA",47.6062,-122.3321
150,"San Francisco, CA",37.7749,-122.4194
151,"New York, NY",40.7128,-74.006
152,"Houston, TX",29.7604,-95.3698
153,"Denver, CO",39.7392,-104.9903
154,"Los Angeles, CA",34.0522,-118.2437
155,"Denver, CO",39.7392,-104.9903
156,"New York, NY",40.7128,-74.006
157,"Seattle, WA",47.6062,-122.3321
158,"Atlanta, GA",33.749,-84.388
159,"Atlanta, GA",33.749,-84.388
160,"Boston, MA",42.3601,-71.0589
161,"New York, NY",40.7128,-74.006
162,"Boston, MA",42.3601,-71.0589
163,"San Francisco, CA",37.7749,-122.4194
164,"Seattle, WA",47.6062,-122.3321
165,"Boston, MA",42.3601,-71.0589
166,"Houston, TX",29.7604,-95.3698
167,"Miami, FL",25.7617,-80.1918
168,"San Francisco, CA",37.7749,-122.4194
169,"Los Angeles, CA",34.0522,-118.2437
170,"Boston, MA",42.3601,-71.0589
171,"Boston, MA",42.3601,-71.0589
172,"Denver, CO",39.7392,-104.9903
173,"Atlanta, GA",33.749,-84.388
174,"Chicago, IL",41.8781,-87.6298
175,"Denver, CO",39.7392,-104.9903
176,"Los Angeles, CA",34.0522,-118.2437
177,"Atlanta, GA",33.749,-84.388
178,"Houston, TX",29.7604,-95.3698
179,"Chicago, IL",41.8781,-87.6298
180,"Seattle, WA",47.6062,-122.3321
181,"Miami, FL",25.7617,-80.1918
182,"Atlanta, GA",33.749,-84.388
183,"Miami, FL",25.7617,-80.1918
184,"Seattle, WA",47.6062,-122.3321
185,"Houston, TX",29.7604,-95.3698
186,"Houston, TX",29.7604,-95.3698
187,"Atlanta, GA",33.749,-84.388
188,"Chicago, IL",41.8781,-87.6298
189,"Miami, FL",25.7617,-80.1918
190,"Denver, CO",39.7392,-104.9903
191,"Boston, MA",42.3601,-71.0589
192,"Chicago, IL",41.8781,-87.6298
193,"New York, NY",40.7128,-74.006
194,"Chicago, IL",41.8781,-87.6298
195,"San Francisco, CA",37.7749,-122.4194
196,"Houston, TX",29.7604,-95.3698
197,"Los Angeles, CA",34.0522,-118.2437
198,"Seattle, WA",47.6062,-122.3321
199,"Boston, MA",42.3601,-71.0589
200,"Houston, TX",29.7604,-95.3698
201,"New York, NY",40.7128,-74.006
202,"Seattle, WA",47.6062,-122.3321
203,"New York, NY",40.7128,-74.006
204,"San Francisco, CA",37.7749,-122.4194
205,"Miami, FL",25.7617,-80.1918
206,"Los Angeles, CA",34.0522,-118.2437
207,"Denver, CO",39.7392,-104.9903
208,"Atlanta, GA",33.749,-84.388
209,"Miami, FL",25.7617,-80.1918
210,"New York, NY",40.7128,-74.006
211,"Los Angeles, CA",34.0522,-118.2437
212,"Los Angeles, CA",34.0522,-118.2437
213,"Houston, TX",29.7604,-95.3698
214,"San Francisco, CA",37.7749,-122.4194
215,"Houston, TX",29.7604,-95.3698
216,"Seattle, WA",47.6062,-122.3321
217,"Chicago, IL",41.8781,-87.6298
218,"New York, NY",40.7128,-74.006
219,"Los Angeles, CA",34.0522,-118.2437
220,"Houston, TX",29.7604,-95.3698
221,"Los Angeles, CA",34.0522,-118.2437
222,"Denver, CO",39.7392,-104.9903
223,"Los Angeles, CA",34.0522,-118.2437
224,"Miami, FL",25.7617,-80.1918
225,"Denver, CO",39.7392,-104.9903
226,"Denver, CO",39.7392,-104.9903
227,"Miami, FL",25.7617,-80.1918
228,"Denver, CO",39.7392,-104.9903
229,"New York, NY",40.7128,-74.006
230,"Denver, CO",39.7392,-104.9903
231,"New York, NY",40.7128,-74.006
232,"Boston, MA",42.3601,-71.0589
233,"Miami, FL",25.7617,-80.1918
234,"Atlanta, GA",33.749,-84.388
235,"Atlanta, GA",33.749,-84.388
236,"Boston, MA",42.3601,-71.0589
237,"New York, NY",40.7128,-74.006
238,"Boston, MA",42.3601,-71.0589
239,"Houston, TX",29.7604,-95.3698
240,"Denver, CO",39.7392,-104.9903
241,"Chicago, IL",41.8781,-87.6298
242,"Houston, TX",29.7604,-95.3698
243,"Chicago, IL",41.8781,-87.6298
244,"Denver, CO",39.7392,-104.9903
245,"Miami, FL",25.7617,-80.1918
246,"Seattle, WA",47.6062,-122.3321
247,"Chicago, IL",41.8781,-87.6298
248,"Los Angeles, CA",34.0522,-118.2437
249,"Los Angeles, CA",34.0522,-118.2437
250,"San Francisco, CA",37.7749,-122.4194
251,"Houston, TX",29.7604,-95.3698
252,"Seattle, WA",47.6062,-122.3321
253,"Denver, CO",39.7392,-104.9903
254,"Houston, TX",29.7604,-95.3698
255,"Seattle, WA",47.6062,-122.3321
256,"Los Angeles, CA",34.0522,-118.2437
257,"Houston, TX",29.7604,-95.3698
258,"New York, NY",40.7128,-74.006
259,"Atlanta, GA",33.749,-84.388
260,"Miami, FL",25.7617,-80.1918
261,"Los Angeles, CA",34.0522,-118.2437
262,"Miami, FL",25.7617,-80.1918
263,"Boston, MA",42.3601,-71.0589
264,"Miami, FL",25.7617,-80.1918
265,"San Francisco, CA",37.7749,-122.4194
266,"Boston, MA",42.3601,-71.0589
267,"Boston, MA",42.3601,-71.0589
268,"Boston, MA",42.3601,-71.0589
269,"Houston, TX",29.7604,-95.3698
270,"Denver, CO",39.7392,-104.9903
271,"Atlanta, GA",33.749,-84.388
272,"New York, NY",40.7128,-74.006
273,"Atlanta, GA",33.749,-84.388
274,"Atlanta, GA",33.749,-84.388
275,"Seattle, WA",47.6062,-122.3321
276,"San Francisco, CA",37.7749,-122.4194
277,"Denver, CO",39.7392,-104.9903
278,"Chicago, IL",41.8781,-87.6298
279,"Los Angeles, CA",34.0522,-118.2437
280,"Seattle, WA",47.6062,-122.3321
281,"New York, NY",40.7128,-74.006
282,"Denver, CO",39.7392,-104.9903
283,"Miami, FL",25.7617,-80.1918
284,"Atlanta, GA",33.749,-84.388
285,"New York, NY",40.7128,-74.006
286,"Denver, CO",39.7392,-104.9903
287,"Denver, CO",39.7392,-104.9903
288,"Atlanta, GA",33.749,-84.388
289,"Los Angeles, CA",34.0522,-118.2437
290,"Seattle, WA",47.6062,-122.3321
291,"Chicago, IL",41.8781,-87.6298
292,"Los Angeles, CA",34.0522,-118.2437
293,"Chicago, IL",41.8781,-87.6298
294,"Atlanta, GA",33.749,-84.388
295,"San Francisco, CA",37.7749,-122.4194
296,"Atlanta, GA",33.749,-84.388
297,"Denver, CO",39.7392,-104.9903
298,"Miami, FL",25.7617,-80.1918
299,"New York, NY",40.7128,-74.006
300,"Seattle, WA",47.6062,-122.3321
301,"Houston, TX",29.7604,-95.3698
302,"Seattle, WA",47.6062,-122.3321
303,"Denver, CO",39.7392,-104.9903
304,"Los Angeles, CA",34.0522,-118.2437
305,"New York, NY",40.7128,-74.006
306,"Houston, TX",29.7604,-95.3698
307,"Houston, TX",29.7604,-95.3698
308,"Miami, FL",25.7617,-80.1918
309,"Atlanta, GA",33.749,-84.388
310,"Atlanta, GA",33.749,-84.388
311,"San Francisco, CA",37.7749,-122.4194
312,"Atlanta, GA",33.749,-84.388
313,"San Francisco, CA",37.7749,-122.4194
314,"Atlanta, GA",33.749,-84.388
315,"Atlanta, GA",33.749,-84.388
316,"Chicago, IL",41.8781,-87.6298
317,"Boston, MA",42.3601,-71.0589
318,"Miami, FL",25.7617,-80.1918
319,"New York, NY",40.7128,-74.006
320,"Miami, FL",25.7617,-80.1918
321,"San Francisco, CA",37.7749,-122.4194
322,"Los Angeles, CA",34.0522,-118.2437
323,"San Francisco, CA",37.7749,-122.4194
324,"San Francisco, CA",37.7749,-122.4194
325,"San Francisco, CA",37.7749,-122.4194
326,"Seattle, WA",47.6062,-122.3321
327,"Denver, CO",39.7392,-104.9903
328,"Denver, CO",39.7392,-104.9903
329,"Houston, TX",29.7604,-95.3698
330,"Boston, MA",42.3601,-71.0589
331,"Seattle, WA",47.6062,-122.3321
332,"New York, NY",40.7128,-74.006
333,"Seattle, WA",47.6062,-122.3321
334,"Seattle, WA",47.6062,-122.3321
335,"Houston, TX",29.7604,-95.3698
336,"Atlanta, GA",33.749,-84.388
337,"Boston, MA",42.3601,-71.0589
338,"Denver, CO",39.7392,-104.9903
339,"Seattle, WA",47.6062,-122.3321
340,"Los Angeles, CA",34.0522,-118.2437
341,"Boston, MA",42.3601,-71.0589
342,"Houston, TX",29.7604,-95.3698
343,"Los Angeles, CA",34.0522,-118.2437
344,"Seattle, WA",47.6062,-122.3321
345,"Houston, TX",29.7604,-95.3698
346,"Seattle, WA",47.6062,-122.3321
347,"Boston, MA",42.3601,-71.0589
348,"New York, NY",40.7128,-74.006
349,"Miami, FL",25.7617,-80.1918
350,"Atlanta, GA",33.749,-84.388
351,"San Francisco, CA",37.7749,-122.4194
352,"Miami, FL",25.7617,-80.1918
353,"Boston, MA",42.3601,-71.0589
354,"Houston, TX",29.7604,-95.3698
355,"Miami, FL",25.7617,-80.1918
356,"Chicago, IL",41.8781,-87.6298
357,"Atlanta, GA",33.749,-84.388
358,"Miami, FL",25.7617,-80.1918
359,"Denver, CO",39.7392,-104.9903
360,"Chicago, IL",41.8781,-87.6298
361,"Chicago, IL",41.8781,-87.6298
362,"Miami, FL",25.7617,-80.1918
363,"San Francisco, CA",37.7749,-122.4194
364,"Denver, CO",39.7392,-104.9903
365,"Denver, CO",39.7392,-104.9903
366,"Chicago, IL",41.8781,-87.6298
367,"New York, NY",40.7128,-74.006
368,"Atlanta, GA",33.749,-84.388
369,"Denver, CO",39.7392,-104.9903
370,"San Francisco, CA",37.7749,-122.4194
371,"New York, NY",40.7128,-74.006
372,"Boston, MA",42.3601,-71.0589
373,"Seattle, WA",47.6062,-122.3321
374,"San Francisco, CA",37.7749,-122.4194
375,"Houston, TX",29.7604,-95.3698
376,"Miami, FL",25.7617,-80.1918
377,"San Francisco, CA",37.7749,-122.4194
378,"Seattle, WA",47.6062,-122.3321
379,"Atlanta, GA",33.749,-84.388
380,"Atlanta, GA",33.749,-84.388
381,"Boston, MA",42.3601,-71.0589
382,"New York, NY",40.7128,-74.006
383,"Los Angeles, CA",34.0522,-118.2437
384,"San Francisco, CA",37.7749,-122.4194
385,"Houston, TX",29.7604,-95.3698
386,"Seattle, WA",47.6062,-122.3321
387,"Los Angeles, CA",34.0522,-118.2437
388,"Houston, TX",29.7604,-95.3698
389,"New York, NY",40.7128,-74.006
390,"New York, NY",40.7128,-74.006
391,"Seattle, WA",47.6062,-122.3321
392,"Seattle, WA",47.6062,-122.3321
393,"San Francisco, CA",37.7749,-122.4194
394,"Boston, MA",42.3601,-71.0589
395,"Denver, CO",39.7392,-104.9903
396,"Boston, MA",42.3601,-71.0589
397,"Los Angeles, CA",34.0522,-118.2437
398,"New York, NY",40.7128,-74.006
399,"Atlanta, GA",33.749,-84.388
