UserID,ProductID,TrustScore
USER00000069,PROD00000069,1
USER00000070,PROD00000070,5
USER00000071,PROD00000071,5
USER00000072,PROD00000072,2
USER00000073,PROD00000073,5
USER00000074,PROD00000074,2
USER00000075,PROD00000075,5
USER00000076,PROD00000076,4
USER00000077,PROD00000077,4
USER00000078,PROD00000078,4
USER00000079,PROD00000079,4
USER00000080,PROD00000080,1
USER00000081,PROD00000081,5
USER00000082,PROD00000082,5
USER00000083,PROD00000083,1
USER00000084,PROD00000084,1
USER00000085,PROD00000085,1
USER00000086,PROD00000086,1
USER00000087,PROD00000087,4
USER00000088,PROD00000088,3
USER00000089,PROD00000089,3
USER00000090,PROD00000090,1
USER00000091,PROD00000091,1
USER00000092,PROD00000092,3
USER00000093,PROD00000093,1
USER00000094,PROD00000094,5
USER00000095,PROD00000095,3
USER00000096,PROD00000096,2
USER00000097,PROD00000097,2
USER00000098,PROD00000098,1
USER00000099,PROD00000099,4
USER00000100,PROD00000100,1
USER00000101,PROD00000101,4
USER00000102,PROD00000102,1
USER00000103,PROD00000103,1
USER00000104,PROD00000104,5
USER00000105,PROD00000105,3
USER00000106,PROD00000106,4
USER00000107,PROD00000107,3
USER00000108,PROD00000108,3
USER00000109,PROD00000109,1
USER00000110,PROD00000110,3
USER00000111,PROD00000111,5
USER00000112,PROD00000112,3
USER00000113,PROD00000113,1
USER00000114,PROD00000114,5
USER00000115,PROD00000115,2
USER00000116,PROD00000116,3
USER00000117,PROD00000117,1
USER00000118,PROD00000118,1
USER00000119,PROD00000119,2
USER00000120,PROD00000120,4
USER00000121,PROD00000121,5
USER00000122,PROD00000122,3
USER00000123,PROD00000123,1
USER00000124,PROD00000124,4
USER00000125,PROD00000125,5
USER00000126,PROD00000126,4
USER00000127,PROD00000127,5
USER00000128,PROD00000128,5
USER00000129,PROD00000129,3
USER00000130,PROD00000130,1
USER00000131,PROD00000131,1
USER00000132,PROD00000132,5
USER00000133,PROD00000133,3
USER00000134,PROD00000134,3
USER00000135,PROD00000135,4
USER00000136,PROD00000136,2
USER00000137,PROD00000137,2
USER00000138,PROD00000138,5
USER00000139,PROD00000139,1
USER00000140,PROD00000140,5
USER00000141,PROD00000141,4
USER00000142,PROD00000142,4
USER00000143,PROD00000143,1
USER00000144,PROD00000144,4
USER00000145,PROD00000145,4
USER00000146,PROD00000146,3
USER00000147,PROD00000147,2
USER00000148,PROD00000148,1
USER00000149,PROD00000149,1
USER00000150,PROD00000150,1
USER00000151,PROD00000151,1
USER00000152,PROD00000152,1
USER00000153,PROD00000153,3
USER00000154,PROD00000154,1
USER00000155,PROD00000155,4
USER00000156,PROD00000156,4
USER00000157,PROD00000157,1
USER00000158,PROD00000158,3
USER00000159,PROD00000159,3
USER00000160,PROD00000160,1
USER00000161,PROD00000161,5
USER00000162,PROD00000162,1
USER00000163,PROD00000163,3
USER00000164,PROD00000164,2
USER00000165,PROD00000165,4
USER00000166,PROD00000166,3
USER00000167,PROD00000167,1
USER00000168,PROD00000168,1
USER00000169,PROD00000169,1
USER00000170,PROD00000170,1
USER00000171,PROD00000171,2
USER00000172,PROD00000172,4
USER00000173,PROD00000173,4
USER00000174,PROD00000174,2
USER00000175,PROD00000175,3
USER00000176,PROD00000176,1
USER00000177,PROD00000177,5
USER00000178,PROD00000178,1
USER00000179,PROD00000179,1
USER00000180,PROD00000180,3
USER00000181,PROD00000181,1
USER00000182,PROD00000182,2
USER00000183,PROD00000183,2
USER00000184,PROD00000184,5
USER00000185,PROD00000185,5
USER00000186,PROD00000186,1
USER00000187,PROD00000187,1
USER00000188,PROD00000188,3
USER00000189,PROD00000189,2
USER00000190,PROD00000190,5
USER00000191,PROD00000191,4
USER00000192,PROD00000192,2
USER00000193,PROD00000193,4
USER00000194,PROD00000194,3
USER00000195,PROD00000195,3
USER00000196,PROD00000196,1
USER00000197,PROD00000197,5
USER00000198,PROD00000198,4
USER00000199,PROD00000199,2
USER00000200,PROD00000200,3
USER00000201,PROD00000201,1
USER00000202,PROD00000202,1
USER00000203,PROD00000203,4
USER00000204,PROD00000204,3
USER00000205,PROD00000205,5
USER00000206,PROD00000206,3
USER00000207,PROD00000207,4
USER00000208,PROD00000208,4
USER00000209,PROD00000209,3
USER00000210,PROD00000210,3
USER00000211,PROD00000211,1
USER00000212,PROD00000212,2
USER00000213,PROD00000213,3
USER00000214,PROD00000214,3
USER00000215,PROD00000215,4
USER00000216,PROD00000216,3
USER00000217,PROD00000217,1
USER00000218,PROD00000218,1
USER00000219,PROD00000219,2
USER00000220,PROD00000220,4
USER00000221,PROD00000221,1
USER00000222,PROD00000222,4
USER00000223,PROD00000223,1
USER00000224,PROD00000224,1
USER00000225,PROD00000225,2
USER00000226,PROD00000226,2
USER00000227,PROD00000227,3
USER00000228,PROD00000228,4
USER00000229,PROD00000229,2
USER00000230,PROD00000230,1
USER00000231,PROD00000231,4
USER00000232,PROD00000232,2
USER00000233,PROD00000233,1
USER00000234,PROD00000234,2
USER00000235,PROD00000235,1
USER00000236,PROD00000236,4
USER00000237,PROD00000237,5
USER00000238,PROD00000238,1
USER00000239,PROD00000239,3
USER00000240,PROD00000240,1
USER00000241,PROD00000241,1
USER00000242,PROD00000242,3
USER00000243,PROD00000243,3
USER00000244,PROD00000244,4
USER00000245,PROD00000245,4
USER00000246,PROD00000246,1
USER00000247,PROD00000247,1
USER00000248,PROD00000248,3
USER00000249,PROD00000249,1
USER00000250,PROD00000250,2
USER00000251,PROD00000251,4
USER00000252,PROD00000252,3
USER00000253,PROD00000253,1
USER00000254,PROD00000254,3
USER00000255,PROD00000255,1
USER00000256,PROD00000256,5
USER00000257,PROD00000257,2
USER00000258,PROD00000258,3
USER00000259,PROD00000259,2
USER00000260,PROD00000260,3
USER00000261,PROD00000261,5
USER00000262,PROD00000262,3
USER00000263,PROD00000263,4
USER00000264,PROD00000264,5
USER00000265,PROD00000265,4
USER00000266,PROD00000266,2
USER00000267,PROD00000267,5
USER00000268,PROD00000268,4
USER00000269,PROD00000269,3
USER00000270,PROD00000270,1
USER00000271,PROD00000271,1
USER00000272,PROD00000272,4
USER00000273,PROD00000273,5
USER00000274,PROD00000274,3
USER00000275,PROD00000275,5
USER00000276,PROD00000276,3
USER00000277,PROD00000277,3
USER00000278,PROD00000278,3
USER00000279,PROD00000279,2
USER00000280,PROD00000280,5
USER00000281,PROD00000281,1
USER00000282,PROD00000282,4
USER00000283,PROD00000283,1
USER00000284,PROD00000284,5
USER00000285,PROD00000285,3
USER00000286,PROD00000286,5
USER00000287,PROD00000287,3
USER00000288,PROD00000288,4
USER00000289,PROD00000289,2
USER00000290,PROD00000290,1
USER00000291,PROD00000291,4
USER00000292,PROD00000292,4
USER00000293,PROD00000293,4
USER00000294,PROD00000294,5
USER00000295,PROD00000295,5
USER00000296,PROD00000296,3
USER00000297,PROD00000297,4
USER00000298,PROD00000298,1
USER00000299,PROD00000299,5
USER00000300,PROD00000300,5
USER00000301,PROD00000301,1
USER00000302,PROD00000302,1
USER00000303,PROD00000303,3
USER00000304,PROD00000304,4
USER00000305,PROD00000305,1
USER00000306,PROD00000306,4
USER00000307,PROD00000307,5
USER00000308,PROD00000308,5
USER00000309,PROD00000309,1
USER00000310,PROD00000310,2
USER00000311,PROD00000311,2
USER00000312,PROD00000312,1
USER00000313,PROD00000313,2
USER00000314,PROD00000314,2
USER00000315,PROD00000315,1
USER00000316,PROD00000316,2
USER00000317,PROD00000317,1
USER00000318,PROD00000318,3
USER00000319,PROD00000319,2
USER00000320,PROD00000320,1
USER00000321,PROD00000321,2
USER00000322,PROD00000322,3
USER00000323,PROD00000323,1
USER00000324,PROD00000324,1
USER00000325,PROD00000325,3
USER00000326,PROD00000326,5
USER00000327,PROD00000327,2
USER00000328,PROD00000328,2
USER00000329,PROD00000329,1
USER00000330,PROD00000330,2
USER00000331,PROD00000331,1
USER00000332,PROD00000332,1
USER00000333,PROD00000333,1
USER00000334,PROD00000334,2
USER00000335,PROD00000335,1
USER00000336,PROD00000336,4
USER00000337,PROD00000337,5
USER00000338,PROD00000338,4
USER00000339,PROD00000339,1
USER00000340,PROD00000340,4
USER00000341,PROD00000341,3
USER00000342,PROD00000342,4
USER00000343,PROD00000343,2
USER00000344,PROD00000344,2
USER00000345,PROD00000345,4
USER00000346,PROD00000346,3
USER00000347,PROD00000347,2
USER00000348,PROD00000348,3
USER00000349,PROD00000349,2
USER00000350,PROD00000350,2
USER00000351,PROD00000351,1
USER00000352,PROD00000352,4
USER00000353,PROD00000353,2
USER00000354,PROD00000354,3
USER00000355,PROD00000355,4
USER00000356,PROD00000356,5
USER00000357,PROD00000357,1
USER00000358,PROD00000358,5
USER00000359,PROD00000359,2
USER00000360,PROD00000360,4
USER00000361,PROD00000361,4
USER00000362,PROD00000362,5
USER00000363,PROD00000363,4
USER00000364,PROD00000364,5
USER00000365,PROD00000365,4
USER00000366,PROD00000366,4
USER00000367,PROD00000367,4
USER00000368,PROD00000368,5
USER00000369,PROD00000369,2
USER00000370,PROD00000370,4
USER00000371,PROD00000371,2
USER00000372,PROD00000372,3
USER00000373,PROD00000373,1
USER00000374,PROD00000374,3
USER00000375,PROD00000375,2
USER00000376,PROD00000376,2
USER00000377,PROD00000377,2
USER00000378,PROD00000378,3
USER00000379,PROD00000379,2
USER00000380,PROD00000380,5
USER00000381,PROD00000381,1
USER00000382,PROD00000382,4
USER00000383,PROD00000383,5
USER00000384,PROD00000384,1
USER00000385,PROD00000385,2
USER00000386,PROD00000386,2
USER00000387,PROD00000387,2
USER00000388,PROD00000388,2
USER00000389,PROD00000389,1
USER00000390,PROD00000390,5
USER00000391,PROD00000391,5
USER00000392,PROD00000392,3
USER00000393,PROD00000393,1
USER00000394,PROD00000394,5
USER00000395,PROD00000395,5
USER00000396,PROD00000396,3
USER00000397,PROD00000397,4
USER00000398,PROD00000398,2
USER00000399,PROD00000399,3
USER00000400,PROD00000400,5
USER00000401,PROD00000401,1
USER00000402,PROD00000402,5
USER00000403,PROD00000403,4
USER00000404,PROD00000404,5
USER00000405,PROD00000405,1
USER00000406,PROD00000406,4
USER00000407,PROD00000407,3
USER00000408,PROD00000408,4
USER00000409,PROD00000409,2
USER00000410,PROD00000410,2
USER00000411,PROD00000411,5
USER00000412,PROD00000412,4
USER00000413,PROD00000413,1
USER00000414,PROD00000414,5
USER00000415,PROD00000415,2
USER00000416,PROD00000416,2
USER00000417,PROD00000417,5
USER00000418,PROD00000418,4
USER00000419,PROD00000419,2
USER00000420,PROD00000420,4
USER00000421,PROD00000421,2
USER00000422,PROD00000422,2
USER00000423,PROD00000423,3
USER00000424,PROD00000424,2
USER00000425,PROD00000425,1
USER00000426,PROD00000426,5
USER00000427,PROD00000427,5
USER00000428,PROD00000428,4
USER00000429,PROD00000429,2
USER00000430,PROD00000430,1
USER00000431,PROD00000431,4
USER00000432,PROD00000432,3
USER00000433,PROD00000433,4
USER00000434,PROD00000434,4
USER00000435,PROD00000435,2
USER00000436,PROD00000436,3
USER00000437,PROD00000437,4
USER00000438,PROD00000438,3
USER00000439,PROD00000439,1
USER00000440,PROD00000440,5
USER00000441,PROD00000441,3
USER00000442,PROD00000442,3
USER00000443,PROD00000443,5
USER00000444,PROD00000444,4
USER00000445,PROD00000445,3
USER00000446,PROD00000446,2
USER00000447,PROD00000447,1
USER00000448,PROD00000448,2
USER00000449,PROD00000449,4
USER00000450,PROD00000450,4
USER00000451,PROD00000451,5
USER00000452,PROD00000452,4
USER00000453,PROD00000453,4
USER00000454,PROD00000454,2
USER00000455,PROD00000455,5
USER00000456,PROD00000456,3
USER00000457,PROD00000457,2
USER00000458,PROD00000458,3
USER00000459,PROD00000459,1
USER00000460,PROD00000460,1
USER00000461,PROD00000461,4
USER00000462,PROD00000462,2
USER00000463,PROD00000463,2
USER00000464,PROD00000464,1
USER00000465,PROD00000465,2
USER00000466,PROD00000466,5
USER00000467,PROD00000467,1
USER00000468,PROD00000468,4
USER00000469,PROD00000469,2
USER00000470,PROD00000470,5
USER00000471,PROD00000471,2
USER00000472,PROD00000472,5
USER00000473,PROD00000473,1
USER00000474,PROD00000474,5
USER00000475,PROD00000475,4
USER00000476,PROD00000476,1
USER00000477,PROD00000477,5
USER00000478,PROD00000478,5
USER00000479,PROD00000479,1
USER00000480,PROD00000480,4
USER00000481,PROD00000481,2
USER00000482,PROD00000482,5
USER00000483,PROD00000483,1
USER00000484,PROD00000484,3
USER00000485,PROD00000485,1
USER00000486,PROD00000486,1
USER00000487,PROD00000487,4
USER00000488,PROD00000488,2
USER00000489,PROD00000489,1
USER00000490,PROD00000490,5
USER00000491,PROD00000491,4
USER00000492,PROD00000492,1
USER00000493,PROD00000493,5
USER00000494,PROD00000494,1
USER00000495,PROD00000495,1
USER00000496,PROD00000496,1
USER00000497,PROD00000497,1
USER00000498,PROD00000498,1
USER00000499,PROD00000499,5
USER00000500,PROD00000500,1
USER00000501,PROD00000501,5
USER00000502,PROD00000502,3
USER00000503,PROD00000503,3
USER00000504,PROD00000504,1
USER00000505,PROD00000505,4
USER00000506,PROD00000506,4
USER00000507,PROD00000507,5
USER00000508,PROD00000508,2
USER00000509,PROD00000509,1
USER00000510,PROD00000510,3
USER00000511,PROD00000511,1
USER00000512,PROD00000512,3
USER00000513,PROD00000513,4
USER00000514,PROD00000514,3
USER00000515,PROD00000515,2
USER00000516,PROD00000516,5
USER00000517,PROD00000517,1
USER00000518,PROD00000518,3
USER00000519,PROD00000519,4
USER00000520,PROD00000520,1
USER00000521,PROD00000521,4
USER00000522,PROD00000522,3
USER00000523,PROD00000523,5
USER00000524,PROD00000524,4
USER00000525,PROD00000525,5
USER00000526,PROD00000526,1
USER00000527,PROD00000527,5
USER00000528,PROD00000528,5
USER00000529,PROD00000529,2
USER00000530,PROD00000530,2
USER00000531,PROD00000531,1
USER00000532,PROD00000532,2
USER00000533,PROD00000533,3
USER00000534,PROD00000534,5
USER00000535,PROD00000535,3
USER00000536,PROD00000536,3
USER00000537,PROD00000537,2
USER00000538,PROD00000538,4
USER00000539,PROD00000539,1
USER00000540,PROD00000540,2
USER00000541,PROD00000541,2
USER00000542,PROD00000542,3
USER00000543,PROD00000543,1
USER00000544,PROD00000544,5
USER00000545,PROD00000545,5
USER00000546,PROD00000546,2
USER00000547,PROD00000547,1
USER00000548,PROD00000548,2
USER00000549,PROD00000549,1
USER00000550,PROD00000550,2
USER00000551,PROD00000551,2
USER00000552,PROD00000552,5
USER00000553,PROD00000553,5
USER00000554,PROD00000554,5
USER00000555,PROD00000555,3
USER00000556,PROD00000556,5
USER00000557,PROD00000557,1
USER00000558,PROD00000558,4
USER00000559,PROD00000559,1
USER00000560,PROD00000560,1
USER00000561,PROD00000561,5
USER00000562,PROD00000562,4
USER00000563,PROD00000563,4
USER00000564,PROD00000564,4
USER00000565,PROD00000565,3
USER00000566,PROD00000566,3
USER00000567,PROD00000567,2
USER00000568,PROD00000568,3
USER00000569,PROD00000569,2
USER00000570,PROD00000570,2
USER00000571,PROD00000571,3
USER00000572,PROD00000572,3
USER00000573,PROD00000573,5
USER00000574,PROD00000574,5
USER00000575,PROD00000575,5
USER00000576,PROD00000576,2
USER00000577,PROD00000577,2
USER00000578,PROD00000578,4
USER00000579,PROD00000579,4
USER00000580,PROD00000580,5
USER00000581,PROD00000581,4
USER00000582,PROD00000582,1
USER00000583,PROD00000583,3
USER00000584,PROD00000584,5
USER00000585,PROD00000585,4
USER00000586,PROD00000586,1
USER00000587,PROD00000587,4
USER00000588,PROD00000588,1
USER00000589,PROD00000589,1
USER00000590,PROD00000590,1
USER00000591,PROD00000591,3
USER00000592,PROD00000592,2
USER00000593,PROD00000593,4
USER00000594,PROD00000594,5
USER00000595,PROD00000595,5
USER00000596,PROD00000596,5
USER00000597,PROD00000597,5
USER00000598,PROD00000598,5
USER00000599,PROD00000599,3
USER00000600,PROD00000600,4
USER00000601,PROD00000601,5
USER00000602,PROD00000602,1
USER00000603,PROD00000603,3
USER00000604,PROD00000604,5
USER00000605,PROD00000605,4
USER00000606,PROD00000606,1
USER00000607,PROD00000607,2
USER00000608,PROD00000608,1
USER00000609,PROD00000609,1
USER00000610,PROD00000610,1
USER00000611,PROD00000611,5
USER00000612,PROD00000612,3
USER00000613,PROD00000613,1
USER00000614,PROD00000614,3
USER00000615,PROD00000615,4
USER00000616,PROD00000616,5
USER00000617,PROD00000617,4
USER00000618,PROD00000618,4
USER00000619,PROD00000619,3
USER00000620,PROD00000620,3
USER00000621,PROD00000621,4
USER00000622,PROD00000622,5
USER00000623,PROD00000623,1
USER00000624,PROD00000624,2
USER00000625,PROD00000625,4
USER00000626,PROD00000626,2
USER00000627,PROD00000627,4
USER00000628,PROD00000628,4
USER00000629,PROD00000629,5
USER00000630,PROD00000630,1
USER00000631,PROD00000631,4
USER00000632,PROD00000632,3
USER00000633,PROD00000633,1
USER00000634,PROD00000634,1
USER00000635,PROD00000635,1
USER00000636,PROD00000636,5
USER00000637,PROD00000637,4
USER00000638,PROD00000638,5
USER00000639,PROD00000639,4
USER00000640,PROD00000640,5
USER00000641,PROD00000641,5
USER00000642,PROD00000642,3
USER00000643,PROD00000643,5
USER00000644,PROD00000644,2
USER00000645,PROD00000645,3
USER00000646,PROD00000646,3
USER00000647,PROD00000647,1
USER00000648,PROD00000648,2
USER00000649,PROD00000649,2
USER00000650,PROD00000650,2
USER00000651,PROD00000651,3
USER00000652,PROD00000652,1
USER00000653,PROD00000653,5
USER00000654,PROD00000654,5
USER00000655,PROD00000655,1
USER00000656,PROD00000656,2
USER00000657,PROD00000657,1
USER00000658,PROD00000658,3
USER00000659,PROD00000659,5
USER00000660,PROD00000660,2
USER00000661,PROD00000661,1
USER00000662,PROD00000662,3
USER00000663,PROD00000663,3
USER00000664,PROD00000664,1
USER00000665,PROD00000665,5
USER00000666,PROD00000666,1
USER00000667,PROD00000667,5
USER00000668,PROD00000668,1
USER00000669,PROD00000669,3
USER00000670,PROD00000670,1
USER00000671,PROD00000671,5
USER00000672,PROD00000672,1
USER00000673,PROD00000673,1
USER00000674,PROD00000674,5
USER00000675,PROD00000675,5
USER00000676,PROD00000676,3
USER00000677,PROD00000677,5
USER00000678,PROD00000678,5
USER00000679,PROD00000679,5
USER00000680,PROD00000680,5
USER00000681,PROD00000681,2
USER00000682,PROD00000682,1
USER00000683,PROD00000683,3
USER00000684,PROD00000684,1
USER00000685,PROD00000685,5
USER00000686,PROD00000686,1
USER00000687,PROD00000687,1
USER00000688,PROD00000688,3
USER00000689,PROD00000689,5
USER00000690,PROD00000690,5
USER00000691,PROD00000691,4
USER00000692,PROD00000692,1
USER00000693,PROD00000693,1
USER00000694,PROD00000694,2
USER00000695,PROD00000695,1
USER00000696,PROD00000696,2
USER00000697,PROD00000697,2
USER00000698,PROD00000698,2
USER00000699,PROD00000699,2
USER00000700,PROD00000700,3
USER00000701,PROD00000701,2
USER00000702,PROD00000702,4
USER00000703,PROD00000703,1
USER00000704,PROD00000704,1
USER00000705,PROD00000705,5
USER00000706,PROD00000706,3
USER00000707,PROD00000707,1
USER00000708,PROD00000708,1
USER00000709,PROD00000709,5
USER00000710,PROD00000710,3
USER00000711,PROD00000711,1
USER00000712,PROD00000712,1
USER00000713,PROD00000713,3
USER00000714,PROD00000714,1
USER00000715,PROD00000715,2
USER00000716,PROD00000716,2
USER00000717,PROD00000717,2
USER00000718,PROD00000718,2
USER00000719,PROD00000719,3
USER00000720,PROD00000720,3
USER00000721,PROD00000721,2
USER00000722,PROD00000722,4
USER00000723,PROD00000723,2
USER00000724,PROD00000724,1
USER00000725,PROD00000725,4
USER00000726,PROD00000726,2
USER00000727,PROD00000727,3
USER00000728,PROD00000728,1
USER00000729,PROD00000729,3
USER00000730,PROD00000730,5
USER00000731,PROD00000731,4
USER00000732,PROD00000732,5
USER00000733,PROD00000733,1
USER00000734,PROD00000734,4
USER00000735,PROD00000735,2
USER00000736,PROD00000736,4
USER00000737,PROD00000737,2
USER00000738,PROD00000738,5
USER00000739,PROD00000739,2
USER00000740,PROD00000740,5
USER00000741,PROD00000741,1
USER00000742,PROD00000742,3
USER00000743,PROD00000743,3
USER00000744,PROD00000744,3
USER00000745,PROD00000745,3
USER00000746,PROD00000746,4
USER00000747,PROD00000747,1
USER00000748,PROD00000748,3
USER00000749,PROD00000749,4
USER00000750,PROD00000750,4
USER00000751,PROD00000751,1
USER00000752,PROD00000752,3
USER00000753,PROD00000753,3
USER00000754,PROD00000754,3
USER00000755,PROD00000755,5
USER00000756,PROD00000756,2
USER00000757,PROD00000757,5
USER00000758,PROD00000758,2
USER00000759,PROD00000759,3
USER00000760,PROD00000760,1
USER00000761,PROD00000761,5
USER00000762,PROD00000762,3
USER00000763,PROD00000763,5
USER00000764,PROD00000764,3
USER00000765,PROD00000765,1
USER00000766,PROD00000766,5
USER00000767,PROD00000767,5
USER00000768,PROD00000768,1
USER00000769,PROD00000769,5
USER00000770,PROD00000770,1
USER00000771,PROD00000771,4
USER00000772,PROD00000772,2
USER00000773,PROD00000773,2
USER00000774,PROD00000774,1
USER00000775,PROD00000775,2
USER00000776,PROD00000776,5
USER00000777,PROD00000777,3
USER00000778,PROD00000778,1
USER00000779,PROD00000779,2
USER00000780,PROD00000780,1
USER00000781,PROD00000781,3
USER00000782,PROD00000782,3
USER00000783,PROD00000783,5
USER00000784,PROD00000784,1
USER00000785,PROD00000785,2
USER00000786,PROD00000786,4
USER00000787,PROD00000787,1
USER00000788,PROD00000788,3
USER00000789,PROD00000789,3
USER00000790,PROD00000790,5
USER00000791,PROD00000791,4
USER00000792,PROD00000792,2
USER00000793,PROD00000793,2
USER00000794,PROD00000794,2
USER00000795,PROD00000795,5
USER00000796,PROD00000796,2
USER00000797,PROD00000797,3
USER00000798,PROD00000798,1
USER00000799,PROD00000799,3
USER00000800,PROD00000800,3
USER00000801,PROD00000801,4
USER00000802,PROD00000802,5
USER00000803,PROD00000803,2
USER00000804,PROD00000804,2
USER00000805,PROD00000805,3
USER00000806,PROD00000806,3
USER00000807,PROD00000807,1
USER00000808,PROD00000808,2
USER00000809,PROD00000809,4
USER00000810,PROD00000810,2
USER00000811,PROD00000811,1
USER00000812,PROD00000812,1
USER00000813,PROD00000813,2
USER00000814,PROD00000814,4
USER00000815,PROD00000815,1
USER00000816,PROD00000816,1
USER00000817,PROD00000817,5
USER00000818,PROD00000818,4
USER00000819,PROD00000819,1
USER00000820,PROD00000820,4
USER00000821,PROD00000821,2
USER00000822,PROD00000822,3
USER00000823,PROD00000823,1
USER00000824,PROD00000824,5
USER00000825,PROD00000825,2
USER00000826,PROD00000826,4
USER00000827,PROD00000827,3
USER00000828,PROD00000828,1
USER00000829,PROD00000829,4
USER00000830,PROD00000830,3
USER00000831,PROD00000831,2
USER00000832,PROD00000832,2
USER00000833,PROD00000833,5
USER00000834,PROD00000834,4
USER00000835,PROD00000835,2
USER00000836,PROD00000836,4
USER00000837,PROD00000837,3
USER00000838,PROD00000838,3
USER00000839,PROD00000839,5
USER00000840,PROD00000840,2
USER00000841,PROD00000841,1
USER00000842,PROD00000842,1
USER00000843,PROD00000843,5
USER00000844,PROD00000844,5
USER00000845,PROD00000845,4
USER00000846,PROD00000846,3
USER00000847,PROD00000847,1
USER00000848,PROD00000848,3
USER00000849,PROD00000849,3
USER00000850,PROD00000850,5
USER00000851,PROD00000851,1
USER00000852,PROD00000852,2
USER00000853,PROD00000853,4
USER00000854,PROD00000854,4
USER00000855,PROD00000855,2
USER00000856,PROD00000856,4
USER00000857,PROD00000857,3
USER00000858,PROD00000858,3
USER00000859,PROD00000859,1
USER00000860,PROD00000860,2
USER00000861,PROD00000861,3
USER00000862,PROD00000862,2
USER00000863,PROD00000863,3
USER00000864,PROD00000864,5
USER00000865,PROD00000865,1
USER00000866,PROD00000866,5
USER00000867,PROD00000867,2
USER00000868,PROD00000868,4
USER00000869,PROD00000869,3
USER00000870,PROD00000870,2
USER00000871,PROD00000871,1
USER00000872,PROD00000872,4
USER00000873,PROD00000873,1
USER00000874,PROD00000874,4
USER00000875,PROD00000875,1
USER00000876,PROD00000876,2
USER00000877,PROD00000877,5
USER00000878,PROD00000878,2
USER00000879,PROD00000879,4
USER00000880,PROD00000880,5
USER00000881,PROD00000881,3
USER00000882,PROD00000882,5
USER00000883,PROD00000883,1
USER00000884,PROD00000884,2
USER00000885,PROD00000885,2
USER00000886,PROD00000886,5
USER00000887,PROD00000887,2
USER00000888,PROD00000888,4
USER00000889,PROD00000889,2
USER00000890,PROD00000890,5
USER00000891,PROD00000891,2
USER00000892,PROD00000892,4
USER00000893,PROD00000893,1
USER00000894,PROD00000894,5
USER00000895,PROD00000895,1
USER00000896,PROD00000896,1
USER00000897,PROD00000897,1
USER00000898,PROD00000898,3
USER00000899,PROD00000899,3
USER00000900,PROD00000900,1
USER00000901,PROD00000901,5
USER00000902,PROD00000902,4
USER00000903,PROD00000903,4
USER00000904,PROD00000904,2
USER00000905,PROD00000905,1
USER00000906,PROD00000906,3
USER00000907,PROD00000907,4
USER00000908,PROD00000908,2
USER00000909,PROD00000909,4
USER00000910,PROD00000910,3
USER00000911,PROD00000911,3
USER00000912,PROD00000912,1
USER00000913,PROD00000913,4
USER00000914,PROD00000914,5
USER00000915,PROD00000915,3
USER00000916,PROD00000916,1
USER00000917,PROD00000917,5
USER00000918,PROD00000918,4
USER00000919,PROD00000919,3
USER00000920,PROD00000920,2
USER00000921,PROD00000921,5
USER00000922,PROD00000922,5
USER00000923,PROD00000923,3
USER00000924,PROD00000924,3
USER00000925,PROD00000925,2
USER00000926,PROD00000926,4
USER00000927,PROD00000927,1
USER00000928,PROD00000928,5
USER00000929,PROD00000929,2
USER00000930,PROD00000930,1
